Company,TypeName,Ram,Memory,Gpu,OpSys,Weight,Price,Tochscreen,IPS,CPU,HDD,SSD,PPI
Dell,Notebook,8,256 SSD,Intel,Windows 10,1.6,99049,0,0,Intel Core i5,0,256,111.94
HP,Workstation,16,256 SSD,Nvidia,Windows 7,3.0,385836,0,1,Intel Xeon,0,256,127.34
Lenovo,Netbook,4,128 SSD,Intel,Windows 10,1.4,41757,1,0,Intel Celeron,0,128,135.09
HP,Notebook,8,256 SSD,Intel,Windows 10,1.84,167029,0,0,Intel Core i5,0,256,141.21
Asus,Notebook,4,1000 HDD,Nvidia,No OS,2.45,50899,0,0,Intel Core i5,1000,0,100.45
Lenovo,Ultrabook,4,180 SSD,Intel,Windows 10,1.7,96349,0,0,Intel Core i5,0,180,157.35
Asus,Notebook,4,256 SSD,Intel,Windows 10,2.37,74714,0,0,Intel Core i7,0,256,100.45
Lenovo,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.3,105404,1,1,Intel Core i5,0,256,276.05
HP,Notebook,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.2,96613,0,1,Intel Core i5,1000,128,141.21
HP,Workstation,8,256 SSD,Nvidia,Windows 7,2.59,137227,0,0,Intel Core i7,0,256,141.21
Dell,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,4.42,252212,0,1,Intel Core i7,1000,256,282.42
Acer,Notebook,4,256 SSD,Intel,Windows 10,2.1,52658,0,0,Intel Core i5,0,256,100.45
Lenovo,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.5,92129,0,1,Intel Core i7,1000,128,141.21
Dell,Ultrabook,16,256 SSD,Intel,Windows 10,1.18,163424,0,0,Intel Core i7,0,256,176.23
Asus,Ultrabook,8,256 SSD,Intel,Windows 10,1.2,99250,0,1,Intel Core i5,0,256,276.05
Dell,Notebook,4,500 HDD,Intel,Windows 10,1.65,74635,0,0,Intel Core i3,500,0,117.83
Acer,Notebook,4,128 SSD,Intel,Windows 10,1.6,57581,0,0,Intel Core i5,0,128,117.83
Asus,Notebook,4,1000 HDD,Nvidia,Windows 10,2.8,41347,0,0,Intel Pentium,1000,0,90.58
Dell,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,2.72,96613,1,1,Intel Core i7,1000,128,282.42
Acer,Notebook,4,1000 HDD,Intel,Linux/Android/Chrome OS,2.1,26197,0,0,Intel Pentium,1000,0,100.45
Dell,Notebook,16,256 SSD,AMD,Windows 10,2.3,103845,0,0,Intel Core i7,0,256,141.21
Toshiba,Notebook,4,128 SSD,Intel,Windows 10,1.75,89668,0,1,Intel Core i5,0,128,111.94
Dell,Gaming,8,1000 HDD,Nvidia,Windows 10,2.62,96613,0,0,Intel Core i7,1000,0,141.21
HP,Ultrabook,4,256 SSD,Intel,Windows 10,1.26,109360,0,0,Intel Core i5,0,256,125.37
Asus,2 in 1 Convertible,12,2000 HDD,Nvidia,Windows 10,2.3,73756,1,0,Intel Core i7,2000,0,141.21
Lenovo,Notebook,16,512 SSD,Nvidia,Windows 7,2.5,208346,0,0,Intel Core i7,0,512,282.42
Acer,Notebook,4,128 SSD,Intel,Windows 10,1.8,55910,0,1,Intel Core i3,0,128,157.35
Asus,Notebook,8,128 SSD,Intel,Windows 10,2.0,51154,0,0,Intel Pentium,0,128,141.21
Dell,Gaming,32,1000 SSD +  1000 HDD,Nvidia,Windows 10,4.42,315491,0,1,Intel Core i7,1000,1000,127.34
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,4.3,206588,0,1,Intel Core i7,1000,256,127.34
Toshiba,Ultrabook,16,512 SSD,Nvidia,Windows 10,1.47,155073,0,1,Intel Core i7,0,512,157.35
Lenovo,Notebook,8,1000 HDD,Intel,No OS,2.2,28922,0,0,Intel Celeron,1000,0,100.45
Lenovo,Ultrabook,16,512 SSD,Intel,Windows 10,1.7,202105,0,0,Intel Core i7,0,512,157.35
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,1.6,166237,0,1,Intel Core i7,1000,256,157.35
MSI,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.2,95733,0,0,Intel Core i5,1000,128,141.21
Lenovo,Gaming,4,1000 HDD,Nvidia,Windows 10,2.4,87822,0,1,Intel Core i7,1000,0,141.21
Acer,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,4.2,202105,0,1,Intel Core i7,1000,256,127.34
Dell,Gaming,8,256 SSD,Nvidia,Windows 10,2.62,86591,0,0,Intel Core i5,0,256,141.21
Asus,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.24,117711,0,0,Intel Core i7,1000,128,141.21
Lenovo,2 in 1 Convertible,8,512 SSD,Intel,Windows 10,1.37,173182,1,1,Intel Core i7,0,512,165.63
Lenovo,2 in 1 Convertible,8,256 SSD,AMD,Windows 10,2.08,84305,1,0,Intel Core i5,0,256,141.21
Apple,Ultrabook,8,512 Flash Storage,Intel,Mac OS,0.92,102415,0,1,Intel Core M,0,0,226.42
Lenovo,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.42,204830,1,1,Intel Core i5,0,256,209.8
Asus,Notebook,4,32 Flash Storage,Intel,Windows 10,1.63,26285,0,0,Intel Celeron,0,0,111.94
Dell,Notebook,8,128 SSD,Intel,Windows 10,1.95,71207,0,0,Intel Core i5,0,128,100.45
Lenovo,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.38,118590,1,1,Intel Core i7,0,256,158.48
Dell,Notebook,8,256 SSD,AMD,Windows 10,2.0,64965,0,0,Intel Core i3,0,256,141.21
HP,Workstation,8,256 SSD,Nvidia,Windows 10,3.14,181525,0,0,Intel Core i7,0,256,141.21
Asus,Notebook,8,256 SSD,Intel,Windows 10,2.37,96613,0,0,Intel Core i5,0,256,141.21
Dell,Ultrabook,8,256 SSD,Intel,Windows 10,1.29,131777,0,0,Intel Core i5,0,256,165.63
Dell,Notebook,8,256 SSD,Nvidia,Windows 10,2.06,153754,1,0,Intel Core i5,0,256,282.42
Dell,Netbook,4,128 SSD,Intel,Windows 10,1.63,65405,0,0,Intel Pentium,0,128,135.09
HP,Netbook,8,256 SSD,Intel,Windows 10,1.26,122106,0,0,Intel Core i5,0,256,125.37
Toshiba,Notebook,4,500 HDD,Intel,Windows 10,2.1,68569,0,0,Intel Core i5,500,0,100.45
HP,Notebook,8,2000 HDD,AMD,Windows 10,2.04,55295,0,0,AMD A Series,2000,0,100.45
Dell,Gaming,16,512 SSD,Nvidia,Windows 10,2.62,147600,0,0,Intel Core i7,0,512,282.42
Lenovo,Notebook,4,1000 HDD,Nvidia,Windows 10,2.4,53537,0,0,Intel Core i5,1000,0,141.21
HP,Gaming,12,1000 HDD,AMD,Windows 10,3.74,153754,0,1,Intel Core i7,1000,0,127.34
MSI,Gaming,16,512 SSD +  1000 HDD,Nvidia,Windows 10,2.9,212302,0,0,Intel Core i7,1000,512,127.34
Dell,Notebook,8,1000 HDD,Nvidia,Windows 10,1.98,84481,0,0,Intel Core i7,1000,0,141.21
Dell,Notebook,8,256 SSD,AMD,Windows 10,2.18,69432,0,0,Intel Core i5,0,256,141.21
Lenovo,Ultrabook,8,256 SSD,Intel,Windows 10,1.32,163424,0,0,Intel Core i7,0,256,157.35
HP,Netbook,4,16 Flash Storage,Intel,Linux/Android/Chrome OS,1.23,33845,0,0,Intel Celeron,0,0,135.09
Dell,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,4.36,220216,0,1,Intel Core i7,1000,128,127.34
Dell,Notebook,4,500 HDD,Intel,Windows 10,1.76,66372,0,0,Intel Core i5,500,0,111.94
Lenovo,Notebook,4,500 HDD,Intel,Windows 10,2.1,43067,0,0,Intel Core i3,500,0,100.45
Toshiba,Ultrabook,4,128 SSD,Intel,Windows 10,1.25,95821,0,0,Intel Core i5,0,128,111.94
Lenovo,Ultrabook,8,512 SSD,Intel,Windows 10,1.13,219687,0,1,Intel Core i7,0,512,157.35
MSI,Gaming,8,256 SSD,Nvidia,Windows 10,2.4,105404,0,0,Intel Core i5,0,256,141.21
Lenovo,Ultrabook,8,256 Flash Storage,Intel,Windows 10,1.13,164831,0,1,Intel Core i5,0,0,157.35
Toshiba,Notebook,4,128 SSD,Intel,Windows 10,1.75,43867,0,0,Intel Pentium,0,128,111.94
Asus,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.1,119381,1,0,Intel Core i5,0,256,165.63
Dell,Notebook,4,500 HDD,Intel,Windows 10,1.76,51427,0,0,Intel Core i3,500,0,111.94
Acer,Netbook,4,32 Flash Storage,Intel,Linux/Android/Chrome OS,1.35,31208,0,1,Intel Celeron,0,0,135.09
Acer,Notebook,8,128 SSD,Intel,Windows 10,1.5,54416,0,1,Intel Core i3,0,128,157.35
Lenovo,Ultrabook,16,512 SSD,Intel,Windows 10,1.1,184523,0,1,Intel Core i7,0,512,209.8
Asus,Notebook,4,1000 HDD,Nvidia,Linux/Android/Chrome OS,2.1,45625,0,0,Intel Core i5,1000,0,141.21
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,1.7,104261,0,0,Intel Core i5,0,256,157.35
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,1.32,145051,0,1,Intel Core i5,0,256,157.35
Dell,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,3.21,243917,0,0,Intel Core i7,1000,256,141.21
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.9,212654,0,0,Intel Core i7,1000,256,127.34
Toshiba,Notebook,4,500 HDD,Intel,Windows 10,2.0,58811,0,0,Intel Core i3,500,0,100.45
Lenovo,Notebook,4,16 Flash Storage,Intel,Linux/Android/Chrome OS,1.5,28570,0,0,Intel Celeron,0,0,111.94
Asus,Notebook,8,128 HDD,Intel,Windows 10,2.3,51866,0,0,Intel Core i5,128,0,141.21
Asus,Gaming,16,512 SSD +  1000 HDD,Nvidia,Windows 10,2.73,158150,0,0,Intel Core i7,1000,512,127.34
Dell,Gaming,32,512 SSD +  1000 HDD,Nvidia,Windows 10,4.42,270137,0,1,Intel Core i7,1000,512,127.34
HP,Notebook,8,1000 HDD,Nvidia,Windows 10,2.63,79998,0,0,Intel Core i5,1000,0,106.11
Dell,Notebook,8,128 SSD,Intel,Windows 10,2.18,62766,0,0,Intel Core i5,0,128,100.45
HP,Ultrabook,8,512 SSD,Intel,Windows 7,1.54,164391,0,0,Intel Core i7,0,512,157.35
Dell,Notebook,4,256 SSD,AMD,Windows 10,2.18,64965,0,0,Intel Core i7,0,256,141.21
HP,2 in 1 Convertible,4,32 Flash Storage,Intel,Linux/Android/Chrome OS,1.4,54064,1,0,Intel Celeron,0,0,135.09
Asus,Ultrabook,8,512 SSD,Nvidia,Windows 10,1.45,90195,0,1,Intel Core i5,0,512,165.63
HP,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.28,200171,1,0,Intel Core i5,0,256,165.63
HP,Ultrabook,8,512 SSD,Intel,Windows 10,1.54,129051,0,0,Intel Core i7,0,512,157.35
HP,Notebook,4,128 SSD,Intel,No OS,1.86,26285,0,0,Intel Celeron,0,128,100.45
Asus,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,2.1,166941,0,0,Intel Core i7,1000,128,141.21
Dell,Notebook,8,1000 HDD,AMD,Linux/Android/Chrome OS,2.83,76042,0,0,Intel Core i7,1000,0,127.34
Lenovo,Ultrabook,8,256 SSD,Nvidia,Windows 10,1.96,167292,0,1,Intel Core i7,0,256,157.35
Asus,Notebook,8,256 SSD,Nvidia,Windows 10,2.3,69185,0,1,Intel Core i7,0,256,141.21
Dell,Notebook,8,128 SSD,Intel,Windows 10,1.9,83074,0,0,Intel Core i5,0,128,141.21
Asus,Notebook,4,1000 HDD,Intel,Windows 10,2.0,39471,0,0,Intel Pentium,1000,0,100.45
HP,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.28,224961,1,0,Intel Core i7,0,256,165.63
Dell,Notebook,8,1000 HDD,Intel,Windows 10,1.62,57053,1,0,Intel Core i5,1000,0,165.63
Lenovo,Notebook,4,1000 HDD,Intel,No OS,2.2,41229,0,0,Intel Core i3,1000,0,141.21
Lenovo,Notebook,8,1000 HDD,Intel,Windows 10,2.3,74781,0,1,Intel Core i5,1000,0,141.21
HP,Notebook,8,256 SSD,AMD,Windows 10,1.84,118590,0,0,Intel Core i5,0,256,141.21
Toshiba,Notebook,4,128 SSD,Intel,Windows 10,1.05,112964,0,0,Intel Core i5,0,128,165.63
Lenovo,Gaming,8,1000 HDD,Nvidia,No OS,2.5,89404,0,1,Intel Core i5,1000,0,141.21
Dell,Ultrabook,16,512 SSD,Intel,Windows 10,1.29,196918,1,0,Intel Core i7,0,512,276.05
HP,Notebook,4,500 HDD,Intel,Windows 10,2.07,79998,0,0,Intel Core i5,500,0,141.21
Toshiba,Ultrabook,8,256 SSD,Intel,Windows 10,1.2,96261,0,0,Intel Core i5,0,256,117.83
Lenovo,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.37,171424,1,1,Intel Core i7,0,256,165.63
Acer,Notebook,8,256 SSD,Intel,Windows 10,1.56,79294,0,1,Intel Core i5,0,256,157.35
Dell,Workstation,8,1000 HDD,Nvidia,Windows 10,2.23,156303,0,0,Intel Core i7,1000,0,141.21
Lenovo,Notebook,4,500 HDD,Intel,Windows 10,2.38,92745,0,0,Intel Core i5,500,0,100.45
Lenovo,Notebook,4,1000 HDD,AMD,No OS,2.2,42108,0,0,Intel Core i3,1000,0,141.21
Toshiba,Notebook,8,256 SSD,Intel,Windows 10,2.0,122019,0,1,Intel Core i7,0,256,141.21
Lenovo,Notebook,4,180 SSD,Intel,Windows 10,1.44,64613,0,1,Intel Core i3,0,180,165.63
Dell,Ultrabook,8,256 SSD,Intel,Windows 10,1.6,148567,0,0,Intel Core i7,0,256,176.23
Asus,Notebook,4,1000 HDD,Intel,Linux/Android/Chrome OS,2.0,35075,0,0,Intel Pentium,1000,0,100.45
Dell,Notebook,4,128 SSD +  1000 HDD,Nvidia,Windows 10,2.18,80217,0,0,Intel Core i5,1000,128,141.21
HP,Notebook,4,256 SSD,Intel,Windows 10,2.04,73756,0,0,Intel Core i5,0,256,141.21
HP,2 in 1 Convertible,4,256 SSD,Intel,Windows 10,1.28,149447,1,0,Intel Core i5,0,256,165.63
HP,2 in 1 Convertible,4,500 HDD,Intel,Windows 10,2.3,60200,1,0,Intel Core i5,500,0,100.45
Asus,Notebook,4,32 Flash Storage,Intel,Windows 10,1.65,30592,0,0,Intel Celeron,0,0,111.14
Lenovo,Notebook,8,1000 HDD,Nvidia,Windows 10,2.2,58811,0,1,Intel Core i7,1000,0,141.21
Dell,Notebook,4,500 HDD,Intel,Windows 10,2.2,32438,0,0,Intel Pentium,500,0,100.45
HP,2 in 1 Convertible,4,256 SSD,Intel,Windows 10,1.28,158150,1,0,Intel Core i5,0,256,165.63
Dell,Notebook,4,1000 HDD,AMD,Linux/Android/Chrome OS,2.18,40060,0,0,Intel Core i3,1000,0,100.45
Asus,Gaming,12,128 SSD +  1000 HDD,Nvidia,Windows 10,2.2,120427,0,0,Intel Core i5,1000,128,127.34
Acer,Netbook,4,32 Flash Storage,Intel,Linux/Android/Chrome OS,1.25,26109,0,1,Intel Celeron,0,0,135.09
Lenovo,Notebook,4,500 HDD,AMD,Windows 10,2.8,33317,0,0,AMD A Series,500,0,106.11
HP,Notebook,4,128 SSD,Intel,Windows 10,1.95,111206,0,0,Intel Core i5,0,128,157.35
HP,2 in 1 Convertible,16,256 SSD,Intel,Windows 10,1.42,122986,1,0,Intel Core i7,0,256,276.05
Lenovo,Ultrabook,8,256 SSD,Intel,Windows 10,1.32,158150,0,1,Intel Core i5,0,256,157.35
MSI,Gaming,16,512 SSD +  2000 HDD,Nvidia,Windows 10,2.43,232873,0,1,Intel Core i7,2000,512,254.67
Toshiba,Notebook,8,256 SSD,Intel,Windows 10,1.05,129667,0,0,Intel Core i5,0,256,165.63
Dell,Gaming,8,1000 HDD,Nvidia,Linux/Android/Chrome OS,2.62,81668,0,0,Intel Core i7,1000,0,141.21
HP,Notebook,8,1000 HDD,Nvidia,Windows 10,2.04,79119,0,0,Intel Core i7,1000,0,141.21
Dell,Notebook,4,1000 HDD,AMD,Windows 10,2.18,53976,0,0,Intel Core i3,1000,0,100.45
Dell,Notebook,8,500 HDD,Intel,Windows 10,1.9,82195,0,0,Intel Core i5,500,0,141.21
Dell,2 in 1 Convertible,8,512 SSD,Intel,Windows 10,1.24,176971,1,0,Intel Core i7,0,512,276.05
Asus,Gaming,32,256 SSD +  256 SSD,Nvidia,Windows 10,3.58,112436,0,1,Intel Core i7,0,512,127.34
Dell,2 in 1 Convertible,16,256 SSD,Intel,Windows 10,1.22,144963,1,0,Intel Core i7,0,256,165.63
Lenovo,Ultrabook,8,256 Flash Storage,Intel,Windows 10,1.13,180127,0,1,Intel Core i7,0,0,157.35
Lenovo,Notebook,8,512 SSD,Intel,Windows 10,1.95,172566,0,1,Intel Core i5,0,512,141.21
HP,Netbook,8,512 SSD,Intel,Windows 10,1.26,130370,0,0,Intel Core i7,0,512,176.23
Acer,Notebook,4,16 Flash Storage,Intel,Linux/Android/Chrome OS,2.2,31559,0,1,Intel Celeron,0,0,141.21
Lenovo,Notebook,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.6,69360,0,1,Intel Core i5,1000,128,141.21
Dell,Notebook,8,256 SSD,Intel,Windows 10,1.6,105931,0,0,Intel Core i5,0,256,157.35
HP,Ultrabook,8,240 SSD,Intel,Windows 10,1.09,272521,1,0,Intel Core M,0,240,352.47
Lenovo,Notebook,6,256 SSD,Nvidia,Windows 10,2.2,69360,0,0,Intel Core i7,0,256,141.21
HP,Notebook,8,256 SSD,Nvidia,Windows 10,2.04,89579,0,0,Intel Core i7,0,256,141.21
Acer,Notebook,4,1000 HDD,Intel,Windows 10,2.4,43867,0,0,Intel Core i3,1000,0,141.21
Lenovo,Notebook,4,128 SSD,Intel,Windows 10,1.44,77448,0,0,Intel Core i5,0,128,165.63
HP,Notebook,8,256 SSD,Intel,Windows 10,1.49,84393,0,0,Intel Core i5,0,256,165.63
MSI,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.7,140568,0,0,Intel Core i7,1000,256,127.34
Dell,Gaming,16,128 SSD +  1000 HDD,Nvidia,Windows 10,2.6,118590,0,0,Intel Core i7,1000,128,141.21
MSI,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.2,98451,0,0,Intel Core i5,1000,128,141.21
Dell,Notebook,4,1000 HDD,AMD,Windows 10,2.18,60217,0,0,Intel Core i5,1000,0,100.45
HP,Ultrabook,8,256 SSD,AMD,Windows 10,1.84,114018,0,0,Intel Core i7,0,256,141.21
HP,Ultrabook,8,256 SSD,Intel,Windows 10,1.39,101008,1,0,Intel Core i7,0,256,276.05
Toshiba,Notebook,16,256 SSD,Nvidia,Windows 10,2.4,173622,0,1,Intel Core i7,0,256,141.21
Lenovo,2 in 1 Convertible,8,512 SSD,Intel,Windows 10,1.37,160435,1,1,Intel Core i5,0,512,165.63
Dell,Notebook,4,500 HDD,Intel,Windows 10,1.95,64165,0,0,Intel Core i5,500,0,100.45
Lenovo,Ultrabook,8,256 SSD,Intel,Windows 10,1.36,145051,0,1,Intel Core i7,0,256,176.23
HP,Notebook,8,256 SSD,Intel,Windows 10,2.31,102415,0,0,Intel Core i5,0,256,141.21
Dell,Notebook,4,1000 HDD,Intel,Windows 10,2.18,62245,0,0,Intel Core i5,1000,0,100.45
HP,Notebook,4,500 HDD,Intel,Windows 10,1.95,101008,0,0,Intel Core i5,500,0,111.94
Lenovo,Notebook,4,1000 HDD,Intel,Windows 10,2.2,27164,0,0,Intel Pentium,1000,0,100.45
HP,Ultrabook,4,500 HDD,Intel,Windows 10,1.26,138809,0,0,Intel Core i5,500,0,176.23
HP,Notebook,4,1000 HDD,Intel,No OS,1.86,25397,0,0,Intel Celeron,1000,0,100.45
Lenovo,2 in 1 Convertible,16,1000 SSD,Intel,Windows 10,1.3,158150,1,1,Intel Core i7,0,1000,276.05
Toshiba,Notebook,4,128 SSD,Intel,Windows 10,1.47,97140,0,1,Intel Core i5,0,128,157.35
HP,Netbook,8,256 SSD,Intel,Windows 10,1.26,146721,0,0,Intel Core i5,0,256,176.23
Dell,Notebook,4,1000 HDD,Intel,Windows 10,2.18,49106,0,0,Intel Core i3,1000,0,100.45
MSI,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.2,105404,0,0,Intel Core i7,1000,128,141.21
Dell,Ultrabook,8,256 SSD,Intel,Windows 10,1.36,144084,0,0,Intel Core i5,0,256,157.35
Dell,Gaming,16,512 SSD +  1000 HDD,Nvidia,Windows 10,4.36,242455,0,0,Intel Core i7,1000,512,169.78
HP,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.75,122986,0,1,Intel Core i5,1000,128,127.34
Asus,Notebook,4,1000 HDD,Nvidia,Windows 10,2.8,46592,0,0,Intel Pentium,1000,0,106.11
Acer,Notebook,4,500 HDD,Intel,Windows 10,2.23,54416,0,0,Intel Core i5,500,0,100.45
Toshiba,Notebook,8,256 SSD,Intel,Windows 10,2.2,98371,0,0,Intel Core i5,0,256,100.45
Lenovo,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.1,114195,1,1,Intel Core M,0,256,194.95
Lenovo,Gaming,16,512 SSD +  1000 HDD,AMD,Windows 10,2.5,87822,0,1,AMD F Series,1000,512,141.21
Dell,Ultrabook,8,256 SSD,Intel,Windows 10,1.36,129421,1,0,Intel Core i5,0,256,176.23
Lenovo,Notebook,8,1000 HDD,Nvidia,No OS,2.2,60218,0,0,Intel Core i7,1000,0,141.21
Dell,Notebook,4,1000 HDD,AMD,Windows 10,2.36,57932,0,0,Intel Core i3,1000,0,106.11
Acer,Notebook,4,32 Flash Storage,Intel,Linux/Android/Chrome OS,1.68,30680,0,0,Intel Celeron,0,0,111.94
HP,Workstation,8,8 SSD,Nvidia,Windows 10,2.0,197709,0,1,Intel Core i7,0,8,141.21
Dell,Ultrabook,8,256 SSD,Intel,Windows 10,1.36,156040,0,0,Intel Core i7,0,256,157.35
Toshiba,Notebook,8,256 SSD,Intel,Windows 7,1.2,128348,0,0,Intel Core i5,0,256,165.63
Asus,2 in 1 Convertible,8,64 Flash Storage,Intel,Linux/Android/Chrome OS,1.2,101887,0,0,Intel Core M,0,0,176.23
Lenovo,Ultrabook,8,256 SSD,Intel,Windows 10,1.7,130897,0,1,Intel Core i7,0,256,157.35
Dell,Gaming,16,512 SSD +  1000 HDD,Nvidia,Windows 10,4.36,277268,0,1,Intel Core i7,1000,512,254.67
Dell,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.24,166941,1,0,Intel Core i5,0,256,165.63
HP,2 in 1 Convertible,4,256 SSD,Intel,Windows 10,1.45,68130,1,0,Intel Pentium,0,256,135.09
Dell,Ultrabook,8,256 SSD,Intel,Windows 10,1.3,111469,0,0,Intel Core i7,0,256,276.05
Acer,2 in 1 Convertible,4,32 Flash Storage,Intel,Linux/Android/Chrome OS,1.25,34196,1,1,Intel Celeron,0,0,135.09
Toshiba,Notebook,8,256 SSD,Intel,Windows 10,1.2,134941,0,0,Intel Core i5,0,256,165.63
Lenovo,Ultrabook,8,256 SSD,Intel,Windows 10,1.36,154721,0,1,Intel Core i5,0,256,176.23
Acer,Notebook,12,128 SSD +  1000 HDD,Nvidia,Windows 10,2.4,88701,0,0,Intel Core i5,1000,128,141.21
Toshiba,Ultrabook,8,512 SSD,Intel,Windows 10,1.1,157358,1,0,Intel Core i7,0,512,176.23
HP,Notebook,8,1000 HDD,Nvidia,Windows 10,2.04,74415,0,0,Intel Core i5,1000,0,100.45
Dell,Notebook,4,1000 HDD,AMD,Linux/Android/Chrome OS,2.25,40932,0,0,Intel Core i3,1000,0,100.45
Dell,Notebook,4,500 HDD,Intel,Windows 10,1.9,72525,0,0,Intel Core i5,500,0,100.45
HP,Notebook,4,500 HDD,Intel,Windows 10,2.04,60218,0,0,Intel Core i3,500,0,141.21
Dell,Gaming,32,256 SSD +  1000 HDD,Nvidia,Windows 10,4.42,276828,0,1,Intel Core i7,1000,256,127.34
Lenovo,Notebook,6,256 SSD,Nvidia,Windows 10,2.4,61097,0,0,Intel Core i5,0,256,141.21
Dell,2 in 1 Convertible,16,512 SSD,Intel,Windows 10,1.22,166941,1,0,Intel Core i7,0,512,276.05
Dell,Ultrabook,8,256 SSD,Intel,Windows 10,1.5,172565,1,0,Intel Core i7,0,256,209.8
Dell,Gaming,32,256 SSD +  1000 HDD,Nvidia,Windows 10,4.42,246148,0,0,Intel Core i7,1000,256,127.34
Toshiba,Notebook,8,256 SSD,Intel,Windows 10,1.95,103733,0,0,Intel Core i5,0,256,157.35
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.73,180206,0,0,Intel Core i7,1000,256,127.34
HP,Notebook,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.04,86063,0,1,Intel Core i5,1000,128,141.21
Lenovo,Notebook,4,508 Hybrid,Intel,Windows 7,1.7,88085,0,0,Intel Core i5,0,0,111.94
Asus,2 in 1 Convertible,16,512 SSD +  2000 HDD,Nvidia,Windows 10,2.3,158150,1,0,Intel Core i7,2000,512,282.42
HP,Notebook,6,1000 HDD,Intel,Windows 10,2.04,50899,0,0,Intel Core i7,1000,0,100.45
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.99,153754,0,0,Intel Core i7,1000,256,127.34
Dell,2 in 1 Convertible,12,512 SSD,Intel,Windows 10,2.19,114195,1,1,Intel Core i7,0,512,141.21
Toshiba,Notebook,4,128 SSD,Intel,Windows 7,1.2,105052,0,0,Intel Core i5,0,128,165.63
Lenovo,Notebook,6,256 SSD,AMD,Windows 10,2.2,48262,0,0,AMD A Series,0,256,141.21
Toshiba,Notebook,4,500 HDD,Intel,Windows 10,1.75,80437,0,0,Intel Core i5,500,0,111.94
Dell,Notebook,4,500 HDD,AMD,Windows 10,2.25,52658,0,0,Intel Core i5,500,0,100.45
HP,Notebook,8,1000 HDD,Intel,Windows 10,2.04,70855,0,0,Intel Core i5,1000,0,141.21
Lenovo,Gaming,8,128 SSD +  1000 HDD,Nvidia,Windows 10,2.5,104524,0,1,Intel Core i7,1000,128,141.21
Dell,Notebook,8,1000 HDD,AMD,Windows 10,2.36,65844,0,0,Intel Core i7,1000,0,100.45
Dell,Notebook,8,128 SSD,Intel,Windows 10,1.6,98371,0,0,Intel Core i5,0,128,157.35
HP,Netbook,8,512 SSD,Intel,Windows 10,0.97,167732,0,0,Intel Core M,0,512,176.23
HP,Notebook,4,128 SSD +  1000 HDD,AMD,Windows 10,2.1,43867,0,0,Intel Core i3,1000,128,141.21
Lenovo,Notebook,4,128 SSD,Intel,No OS,1.9,23790,0,0,Intel Celeron,0,128,100.45
Lenovo,Notebook,8,256 SSD,Intel,Windows 10,2.3,118590,0,0,Intel Core i5,0,256,141.21
Dell,2 in 1 Convertible,8,256 SSD,Intel,Windows 10,1.68,78151,1,0,Intel Core i5,0,256,165.63
Asus,Notebook,8,256 SSD,Intel,Windows 10,1.4,101096,0,0,Intel Core i5,0,256,276.05
HP,Ultrabook,8,256 SSD,Intel,Windows 10,1.11,118590,1,1,Intel Core i7,0,256,165.63
Acer,Notebook,4,500 HDD,Intel,Windows 10,2.4,33405,0,0,Intel Pentium,500,0,100.45
Asus,Gaming,16,256 SSD +  1000 HDD,Nvidia,Windows 10,2.5,158150,0,0,Intel Core i7,1000,256,141.21
HP,Ultrabook,8,512 SSD,Intel,Windows 10,1.48,183643,0,0,Intel Core i7,0,512,157.35
